Year(4)-CountyCode(2)-MunicipalityCode(2)-CaseNumber,County Name,Municipality Name,Crash Date,Crash Day of Week,Crash Time,Police Department Code,Police Department,Police Station,Total Killed,Total Injured,Pedestrians Killed,Pedestrians Injured,Severity,Intersection,Alcohol Involved,Hazmat Involved,Crash Type,Total Vehicles,Location,Location Direction,Route,Route Suffix,Std Rte Identifier,MilePost,Road System,Road Character,Road Horizontal Alignment,Road Grade,Road Surface Type,Surface Condition,Light Condition,Environmental Condition,Road Divided By,Temporary Traffic Control Zone,Distance To Cross Street,Unit Of Measurement,Direction From Cross Street,Cross Street Name,Is Ramp,Ramp To/From Route Name,Ramp To/From Route Direction,Posted Speed,Posted Speed Cross Street,First Harmful Event,Latitude,Longitude,Cell Phone In Use Flag,Other Property Damage,Reporting Badge No.
20191311I-2019-015614,MONMOUTH,EATONTOWN BORO,11/08/2019,FR,1359,01,EATONTOWN PD,,0,2,0,0,I,I,N,N,03,2,CORBETT WAY **,E,,,13111145__,.00,07,,01,04,02,01,01,01,05,01,,AT,,INDUSTRIAL WAY WEST,,,,45,25,26,,,N,,104
20191311I-2019-015628,MONMOUTH,EATONTOWN BORO,11/08/2019,FR,1815,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,01,2,NJ 36,W,36,,00000036__,.88,02,,01,04,02,01,07,01,03,01,250,FE,E,GRANT AVE,,,,45,25,26,,,N,,117
20191311I-2019-015632,MONMOUTH,EATONTOWN BORO,11/08/2019,FR,1936,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,12,1,NJ 35,N,35,,00000035__,,02,,01,04,02,01,06,01,01,01,500,FE,S,NJ 35,,,,45,,24,,,N,,123
20191311I-2019-015685,MONMOUTH,EATONTOWN BORO,11/09/2019,SA,1647,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,01,2,NJ 36,E,36,,00000036__,2.01,02,,01,04,02,01,03,01,03,01,100,FE,W,DMV JUGHANDLE,,,,50,25,26,,,N,,104
20191311I-2019-015738,MONMOUTH,EATONTOWN BORO,11/10/2019,SU,2337,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,01,2,NJ 36,W,36,,00000036__,1.29,02,,01,04,02,01,06,01,03,01,100,FE,E,ROUTE 547 / WYCKOFF RD,,,,50,35,26,,,N,,123
20191311I-2019-015749,MONMOUTH,EATONTOWN BORO,11/11/2019,MO,0700,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,12,1,NJ 71,N,71,,00000071__,15.98,02,,01,04,02,01,01,01,04,01,50,FE,N,PARK AVE,,,,35,25,24,,,N,,109
20191311I-2019-015751,MONMOUTH,EATONTOWN BORO,11/11/2019,MO,0803,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,02,2,NJ 35,N,35,,00000035__,29.39,02,,01,04,02,01,01,01,05,01,,,,,F,NJ 36,,50,,26,,,N,,120
20191311I-2019-015774,MONMOUTH,EATONTOWN BORO,11/11/2019,MO,1720,01,EATONTOWN PD,,0,0,0,0,P,I,N,N,02,2,NJ 71,E,71,,00000071__,15.73,02,,01,04,02,01,04,01,05,01,,AT,,ETON PL / MAIN ST,,,,35,25,26,,,N,,120
20191311I-2019-015775,MONMOUTH,EATONTOWN BORO,11/11/2019,MO,1723,01,EATONTOWN PD,,0,1,0,0,I,B,N,N,01,2,ROUTE 547,S,547,,00000547__,26.18,05,,01,05,02,01,05,01,05,01,200,FE,N,WOODMERE DR,,,,40,25,26,,,N,,102
20191311I-2019-015791,MONMOUTH,EATONTOWN BORO,11/12/2019,TU,0918,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,11,1,GRANT AVENUE,S,,,,,07,,01,04,02,02,01,02,05,01,150,FE,N,NJ 36,,,,25,55,00,,,N,HUSKY BROOK PARK FENCE.,108
20191311I-2019-015837,MONMOUTH,EATONTOWN BORO,11/13/2019,WE,1201,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,08,2,246 INDUSTRIAL WAY WEST,,,,,,09,,01,04,02,01,01,01,05,01,,,,,,,,,,26,,,N,,104
20191311I-2019-015848,MONMOUTH,EATONTOWN BORO,11/13/2019,WE,1551,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,I,N,N,03,2,NJ 35,S,35,,00000035__,30.66,02,,01,04,02,01,01,01,05,01,,AT,,ROUTE 537 / TINTON AVE,,,,45,35,26,,,N,,117
20191311I-2019-015875,MONMOUTH,EATONTOWN BORO,11/14/2019,TH,1102,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,12,2,NJ 35,N,35,,00000035__,28.14,02,,01,04,02,01,01,01,01,01,1000,FE,S,INDUSTRIAL WAY,,,,50,45,24,,,N,,107
20191311I-2019-015932,MONMOUTH,EATONTOWN BORO,11/15/2019,FR,1601,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,01,2,ROUTE 537,W,537,,00000537__,63.55,05,,01,04,02,01,01,01,05,01,50,FE,E,CR 51 / HOPE RD,,,,35,50,26,,,N,,108
20191311I-2019-015941,MONMOUTH,EATONTOWN BORO,11/15/2019,FR,1831,01,EATONTOWN PD,,0,1,0,0,I,I,N,N,01,2,GRANT AVENUE,S,,,,,07,,01,04,02,01,06,01,05,01,,AT,,ALEXANDRIA COURT,,,,35,25,26,,,N,,120
20191311I-2019-015942,MONMOUTH,EATONTOWN BORO,11/15/2019,FR,1837,01,EATONTOWN PD,,0,0,0,0,P,I,N,N,03,2,INDUSTRIAL WAY W,E,,,13111111__,1.21,07,,01,04,02,01,06,01,05,01,,AT,,CORBETT WAY,,,,45,25,26,,,N,,110
20191311I-2019-015956,MONMOUTH,EATONTOWN BORO,11/15/2019,FR,2313,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,02,2,ROUTE 547,N,547,,00000547__,27.07,05,,01,04,02,01,05,01,04,01,50,FE,S,NJ 36,,,,35,50,26,,,N,,109
20191311I-2019-015985,MONMOUTH,EATONTOWN BORO,11/16/2019,SA,1840,01,EATONTOWN PD,,0,1,0,0,I,B,N,N,01,2,NJ 36,W,36,,00000036__,2.06,02,,01,04,02,01,07,01,03,01,150,FE,E,DMV JUGHANDLE,,,,50,25,26,,,N,,108
20191311I-2019-015987,MONMOUTH,EATONTOWN BORO,11/16/2019,SA,1948,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,02,2,NJ 36,E,36,,00000036__,1.27,02,,01,04,02,01,03,01,03,01,20,FE,W,ROUTE 547 / WYCKOFF RD,,,,55,40,26,,,N,,119
20191311I-2019-016030,MONMOUTH,EATONTOWN BORO,11/18/2019,MO,0551,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,02,2,NJ 36,E,36,,00000036__,1.27,02,,01,04,02,02,02,02,03,01,20,FE,W,ROUTE 547 / WYCKOFF RD,,,,55,40,26,,,N,,119
20191311I-2019-016044,MONMOUTH,EATONTOWN BORO,11/18/2019,MO,1235,01,EATONTOWN PD,EATONTOWN PD,0,1,0,0,I,I,N,N,03,2,ROUTE 547,N,547,,00000547__,25.98,05,,01,04,02,02,01,02,04,01,,AT,,WALTER AVE,,,,40,25,26,,,N,,840
20191311I-2019-016045,MONMOUTH,EATONTOWN BORO,11/18/2019,MO,1259,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,01,2,NJ 36,W,36,,00000036__,2.07,02,,01,04,02,02,01,02,03,01,200,FE,E,DMV JUG HANDLE,,,,50,25,26,,,N,,122
20191311I-2019-016052,MONMOUTH,EATONTOWN BORO,11/18/2019,MO,1613,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,01,2,MONMOUTH COUNTY 32,E,32,,13000032__,.93,05,,01,04,02,02,01,02,05,01,70,FE,W,ROZBERT DR,,,,40,25,26,,,N,,122
20191311I-2019-016054,MONMOUTH,EATONTOWN BORO,11/18/2019,MO,1644,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,01,2,NJ 36,W,36,,00000036__,1.28,02,,01,04,02,02,01,02,03,01,75,FE,E,ROUTE 547 / WYCKOFF RD,,,,50,40,26,,,N,,840
20191311I-2019-016057,MONMOUTH,EATONTOWN BORO,11/18/2019,MO,1720,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,02,2,MONMOUTH COUNTY 51,N,51,,13000051__,1.99,05,,01,04,02,02,06,02,05,01,50,FE,S,ROUTE 537 / TINTON AVE,,,,40,40,26,,,N,,840
20191311I-2019-016136,MONMOUTH,EATONTOWN BORO,11/20/2019,WE,1658,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,01,3,MONMOUTH COUNTY 51,N,51,,13000051__,.00,05,,02,04,02,01,05,01,05,01,250,FE,S,ROUTE 547 / SHAFTO RD / WYCKOFF RD,,,,40,40,26,,,N,,108
20191311I-2019-016138,MONMOUTH,EATONTOWN BORO,11/20/2019,WE,1718,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,01,3,INDUSTRIAL WAY W,W,,,13111111__,.00,07,,01,04,02,01,03,01,05,01,2640,FE,E,HOPE RD,,,,40,50,26,,,N,,121
20191311I-2019-016139,MONMOUTH,EATONTOWN BORO,11/20/2019,WE,1724,01,EATONTOWN PD,EATONTOWN,0,1,0,0,I,B,N,N,01,3,NJ 35,N,35,,00000035__,28.24,02,,01,04,02,01,06,01,01,01,500,FE,S,INDUSTRIAL WAY,,,,50,40,26,,,N,,860
20191311I-2019-016141,MONMOUTH,EATONTOWN BORO,11/20/2019,WE,1733,01,EATONTOWN PD,EATONTOWN,0,1,0,0,I,B,N,N,01,2,NJ 36,E,36,,00000036__,.77,02,,01,04,02,01,06,01,01,01,300,FE,W,GRANT AVE,,,,55,25,26,,,N,,102
20191311I-2019-016143,MONMOUTH,EATONTOWN BORO,11/20/2019,WE,1749,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,12,1,NJ 71,S,71,,00000071__,16.07,02,,01,04,02,01,06,01,05,01,50,FE,N,LOCUST AVE,,,,25,25,24,,,N,,121
20191311I-2019-016145,MONMOUTH,EATONTOWN BORO,11/20/2019,WE,1822,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,01,2,ROUTE 547,N,547,,00000547__,27.37,05,,01,04,02,01,06,01,05,01,25,FE,W,NJ 35,,,,40,40,26,,,N,,860
20191311I-2019-016146,MONMOUTH,EATONTOWN BORO,11/20/2019,WE,1824,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,01,2,NJ 35,S,35,,00000035__,30.66,02,,01,04,02,01,06,01,04,01,25,FE,N,ROUTE 537 / TINTON AVE,,,,40,35,26,,,N,,121
20191311I-2019-016171,MONMOUTH,EATONTOWN BORO,11/21/2019,TH,1011,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,I,N,N,02,2,NJ 36,E,36,,00000036__,1.27,02,,01,04,02,01,01,01,02,01,,AT,,ROUTE 547 / WYCKOFF RD,,,,55,40,26,,,N,,860
20191311I-2019-016322,MONMOUTH,EATONTOWN BORO,11/24/2019,SU,0839,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,11,1,INDUSTRIAL WAY W,E,,,13111111__,.00,07,,01,04,02,02,01,02,04,01,10,FE,E,HOPE RD,,,,40,50,52,,,N,,109
20191311I-2019-016372,MONMOUTH,EATONTOWN BORO,11/25/2019,MO,1529,01,EATONTOWN PD,,0,5,0,0,I,B,N,N,04,2,NJ 35,N,35,,00000035__,,02,,01,05,02,01,01,01,04,01,500,FE,S,SHREWSBURY AVE,,,,40,40,26,,,N,,108
20191311I-2019-016374,MONMOUTH,EATONTOWN BORO,11/25/2019,MO,1559,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,02,2,NJ 35,N,35,,00000035__,30.58,02,,01,04,02,01,03,01,05,01,344,FE,N,THROCKMORTON AVE,,,,30,25,26,,,N,,120
20191311I-2019-016375,MONMOUTH,EATONTOWN BORO,11/25/2019,MO,1610,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,07,2,MAXWELL RD **,S,,,13111015__,.00,07,,01,04,02,01,01,01,05,01,200,FE,S,ROUTE 537 / TINTON RD,,,,25,40,26,,,N,,560
20191311I-2019-016376,MONMOUTH,EATONTOWN BORO,11/25/2019,MO,1650,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,01,2,NJ 35,N,35,,00000035__,30.53,02,,01,04,02,01,06,01,05,01,115,FE,N,THROCKMORTON AVE,,,,40,25,26,,,N,,120
20191311I-2019-016380,MONMOUTH,EATONTOWN BORO,11/25/2019,MO,1733,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,12,1,ROUTE 547,N,547,,00000547__,26.53,05,,01,04,02,01,07,01,04,01,600,FE,N,GRANT AVE,,,,40,25,24,,,N,,560
20191311I-2019-016381,MONMOUTH,EATONTOWN BORO,11/25/2019,MO,1738,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,01,2,INDUSTRIAL WAY E,W,,,13111112__,.03,07,,01,04,02,01,06,01,05,01,150,FE,E,NJ 35,,,,40,50,26,,,N,,108
20191311I-2019-016393,MONMOUTH,EATONTOWN BORO,11/26/2019,TU,0758,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,04,2,KREMER AVE **,E,,,13111040__,.05,07,,01,04,02,01,01,01,05,01,242,FE,E,ROUTE 547 / WYCKOFF RD,,,,25,40,26,,,N,,120
20191311I-2019-016492,MONMOUTH,EATONTOWN BORO,11/28/2019,TH,0527,01,EATONTOWN PD,,0,0,0,0,P,I,N,N,11,1,NJ 71,N,71,,00000071__,16.65,02,,01,04,02,01,06,01,05,01,,AT,,WHITE ST,,,,30,25,56,,,N,STOP SIGN AT THE INTERSECTION OF BROAD STREET AND WHITE STREET WAS KNOCKED OVER,107
20191311I-2019-016518,MONMOUTH,EATONTOWN BORO,11/29/2019,FR,0831,01,EATONTOWN PD,,0,1,0,0,I,B,N,N,11,1,INDUSTRIAL WAY W,E,,,13111111__,.50,07,,03,04,01,01,01,01,05,01,2640,FE,E,HOPE RD,,,,45,40,60,,,N,,102
20191311I-2019-016530,MONMOUTH,EATONTOWN BORO,11/29/2019,FR,1446,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,01,2,NJ 36,W,36,,00000036__,1.21,02,,01,04,02,01,01,01,03,01,300,FE,W,ROUTE 547 / WYCKOFF RD,,,,50,35,26,,,N,,120
20191311I-2019-016532,MONMOUTH,EATONTOWN BORO,11/29/2019,FR,1600,01,EATONTOWN PD,,0,1,0,0,I,B,N,N,01,2,NJ 35,N,35,,00000035__,28.30,02,,01,04,02,01,01,01,01,01,150,FE,S,INDUSTRIAL WAY,,,,40,40,26,,,N,,102
20191311I-2019-016535,MONMOUTH,EATONTOWN BORO,11/29/2019,FR,1618,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,01,2,FRANKEL WAY,W,,,,,07,,01,04,02,01,01,01,01,01,100,FE,E,NJ 35,,,,35,40,26,,,N,,120
20191311I-2019-016536,MONMOUTH,EATONTOWN BORO,11/29/2019,FR,1635,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,03,2,ROUTE 547,N,547,,00000547__,27.36,05,,01,04,02,01,03,01,04,01,50,FE,W,NJ 35,,,,40,40,26,,,N,,102
20191311I-2019-016537,MONMOUTH,EATONTOWN BORO,11/29/2019,FR,1723,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,01,2,NJ 35,N,35,,00000035__,29.00,02,,01,04,02,01,06,01,01,01,100,FE,S,MALL JUGHANDLE,,,,45,25,26,,,N,,560
20191311I-2019-016539,MONMOUTH,EATONTOWN BORO,11/29/2019,FR,1803,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,01,2,NJ 36,W,36,,00000036__,1.62,02,,01,04,02,01,06,01,03,01,426,FE,E,NJ 35 / NEPTUNE BLVD,,,,55,40,26,,,N,,120
20191311I-2019-016549,MONMOUTH,EATONTOWN BORO,11/29/2019,FR,2231,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,02,2,ROUTE 547,S,547,,00000547__,25.89,05,,01,05,02,01,06,01,05,01,20,FE,N,KNOX AVE,,,,40,25,26,,,N,,111
20191311I-2019-016561,MONMOUTH,EATONTOWN BORO,11/30/2019,SA,1235,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,01,2,NJ 35,S,35,,00000035__,29.40,02,,01,04,02,01,01,01,02,01,50,FE,N,NJ 36,,,,40,50,26,,,N,,560
20191311I-2019-016575,MONMOUTH,EATONTOWN BORO,11/30/2019,SA,1921,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,I,N,N,02,2,SOUTH ST **,W,,,13111043__,.13,07,,01,04,02,01,06,01,05,01,,AT,N,ROUTE 547 / WYCKOFF RD,,,,25,35,26,,,N,,111
20191311I-2019-016578,MONMOUTH,EATONTOWN BORO,11/30/2019,SA,2019,01,EATONTOWN PD,,0,1,0,0,I,I,N,N,03,2,NJ 35,S,35,,00000035__,30.21,02,,01,04,02,01,06,01,05,01,,AT,,KREMER AVE,,,,30,25,26,,,N,,110
20191311I-2019-016592,MONMOUTH,EATONTOWN BORO,12/01/2019,SU,0613,01,EATONTOWN PD,,0,1,0,0,I,B,N,N,02,2,NJ 36,E,36,,00000036__,2.03,02,,01,04,02,01,02,01,03,01,40,FE,W,DMV JUGHANDLE,,,,50,25,26,,,N,,119
20191311I-2019-016600,MONMOUTH,EATONTOWN BORO,12/01/2019,SU,1234,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,I,N,N,07,2,NJ 71,N,71,,00000071__,15.79,02,,01,04,02,02,01,02,05,01,,AT,,ROUTE 547 / WYCKOFF RD,,,,40,35,26,,,N,,810
20191311I-2019-016614,MONMOUTH,EATONTOWN BORO,12/02/2019,MO,0702,01,EATONTOWN PD,,0,2,0,0,I,B,N,N,01,2,NJ 35,S,35,,00000035__,29.39,02,,01,04,02,01,01,05,01,01,10,FE,N,NJ 36,,,,40,50,26,,,N,,103
20191311I-2019-016632,MONMOUTH,EATONTOWN BORO,12/02/2019,MO,1709,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,12,1,NJ 36,W,36,,00000036__,.04,02,,01,04,02,03,06,01,05,01,200,FE,E,CR 51 / HOPE RD,,,,55,50,24,,,N,,540
20191311I-2019-016649,MONMOUTH,EATONTOWN BORO,12/03/2019,TU,0854,01,EATONTOWN PD,,0,0,0,0,P,I,N,N,03,2,NJ 35,N,35,,00000035__,30.66,02,,01,04,02,02,01,01,05,01,,AT,,ROUTE 537 / TINTON AVE,,,,30,30,26,,,N,,103
20191311I-2019-016658,MONMOUTH,EATONTOWN BORO,12/03/2019,TU,1223,01,EATONTOWN PD,EATONTOWN,0,2,0,0,I,I,N,N,07,2,NJ 35,N,35,,00000035__,,02,,01,04,02,01,01,01,05,01,,AT,,LOWES HOME IMPROVEMENT,,,,40,,26,,,N,,810
20191311I-2019-016705,MONMOUTH,EATONTOWN BORO,12/04/2019,WE,1539,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,01,2,NJ 36,W,36,,00000036__,,02,,01,04,02,01,01,01,02,01,,,,,F,LAUREL AVE,WB,55,,26,,,N,,108
20191311I-2019-016708,MONMOUTH,EATONTOWN BORO,12/04/2019,WE,1809,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,01,2,MAIN ST,S,,,13381056__,.04,07,,01,04,02,01,07,01,05,01,20,FE,N,1ST AVE,,,,30,25,26,,,N,,810
20191311I-2019-016723,MONMOUTH,EATONTOWN BORO,12/05/2019,TH,1001,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,01,2,MONMOUTH COUNTY 32,W,32,,13000032__,,05,,03,04,02,01,01,01,02,01,25,FE,E,NJ 35,,,,35,50,26,,,N,,108
20191311I-2019-016737,MONMOUTH,EATONTOWN BORO,12/05/2019,TH,1510,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,01,2,NJ 35,S,35,,00000035__,29.62,02,,01,04,02,01,01,01,04,01,150,FE,S,ROUTE 547 / WYCKOFF RD,,,,40,40,26,,,N,,560
20191311I-2019-016761,MONMOUTH,EATONTOWN BORO,12/06/2019,FR,0520,01,EATONTOWN PD,,0,2,0,0,I,I,N,N,03,2,NJ 36,E,36,,00000036__,1.27,02,,01,04,02,01,06,01,03,01,,AT,,ROUTE 547 / WYCKOFF RD,,,,55,40,26,,,N,,119
20191311I-2019-016784,MONMOUTH,EATONTOWN BORO,12/06/2019,FR,1655,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,01,3,NJ 36,E,36,,00000036__,1.08,02,,01,04,02,02,06,02,01,01,1000,FE,W,ROUTE 547 / WYCKOFF RD,,,,55,40,26,,,N,,123
20191311I-2019-016797,MONMOUTH,EATONTOWN BORO,12/06/2019,FR,2044,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,Y,N,01,2,NJ 35,S,35,,00000035__,28.33,02,,01,04,02,01,01,01,01,01,20,FE,N,INDUSTRIAL WAY,,,,45,45,26,,,N,,104
20191311I-2019-016824,MONMOUTH,EATONTOWN BORO,12/07/2019,SA,1713,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,12,1,ROUTE 547,N,547,,00000547__,25.88,05,,01,04,02,01,06,01,05,01,1000,FE,N,CR 51 / HOPE RD,,,,40,50,24,,,N,,123
20191311I-2019-016853,MONMOUTH,EATONTOWN BORO,12/08/2019,SU,0921,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,03,3,ROUTE 537,N,537,,00000537__,64.48,05,,01,04,02,01,01,01,05,01,100,FE,W,NJ 35,,,,35,30,26,,,N,,107
20191311I-2019-016886,MONMOUTH,EATONTOWN BORO,12/09/2019,MO,1119,01,EATONTOWN PD,,0,0,0,0,P,I,N,N,03,2,ROUTE 547,N,547,,00000547__,28.29,05,,01,04,02,02,01,02,01,01,,AT,,WYCKOFF ROAD SOUTH,,,,40,40,26,,,N,,119
20191311I-2019-016890,MONMOUTH,EATONTOWN BORO,12/09/2019,MO,1250,01,EATONTOWN PD,EATONTOWN,0,1,0,0,I,B,N,N,01,2,DMV JUGHANDLE,W,,,,,07,,01,04,02,02,01,02,05,01,112,FE,N,NJ 36,,,,25,50,26,,,N,,116
20191311I-2019-016892,MONMOUTH,EATONTOWN BORO,12/09/2019,MO,1433,01,EATONTOWN PD,,0,0,0,0,P,I,N,N,02,2,PARKER RD **,W,,,,,07,,01,04,02,02,01,02,04,01,,AT,,ASHLEY DRIVE,,,,35,25,26,,,N,,119
20191311I-2019-016897,MONMOUTH,EATONTOWN BORO,12/09/2019,MO,1608,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,I,N,N,02,2,NJ 36,E,36,,00000036__,.83,02,,01,04,02,02,03,02,01,01,,AT,,GRANT AVE,,,,55,25,26,,,N,,116
20191311I-2019-016903,MONMOUTH,EATONTOWN BORO,12/09/2019,MO,1851,01,EATONTOWN PD,,0,0,0,0,P,I,N,N,01,4,NJ 36,E,36,,00000036__,1.27,02,,01,04,02,02,06,02,03,01,,AT,,ROUTE 547 / WYCKOFF RD,,,,55,40,26,,,N,,120
20191311I-2019-016923,MONMOUTH,EATONTOWN BORO,12/10/2019,TU,0844,01,EATONTOWN PD,,0,0,0,0,P,I,N,N,03,2,SOUTH ST **,E,,,13111043__,.74,07,,01,04,02,01,01,05,05,01,,AT,E,CLINTON AVE,,,,25,25,26,,,N,,110
20191311I-2019-016927,MONMOUTH,EATONTOWN BORO,12/10/2019,TU,1021,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,11,1,NJ 18,N,18,,00000018__,13.46,02,,03,04,02,02,01,02,05,01,,,,,T,WYCKOFF ROAD,,55,,53,,,N,LIGHT POLE# DOT C79,106
20191311I-2019-016934,MONMOUTH,EATONTOWN BORO,12/11/2019,WE,1608,01,EATONTOWN PD,EATONTOWN,0,3,0,0,I,B,Y,N,01,2,NJ 35,S,35,,00000035__,30.77,02,,02,04,02,02,01,02,04,01,600,FE,N,ROUTE 537 / TINTON AVE,,,,40,40,26,,,Y,,106
20191311I-2019-016968,MONMOUTH,EATONTOWN BORO,12/11/2019,WE,0849,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,I,N,N,03,2,MONMOUTH COUNTY 51,N,51,,13000051__,2.00,05,,01,04,02,02,01,03,05,01,,AT,,PARK-RIDE ROAD,,,,50,25,26,,,N,,116
20191311I-2019-016980,MONMOUTH,EATONTOWN BORO,12/11/2019,WE,1534,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,01,2,NJ 36,E,36,,00000036__,1.53,02,,01,04,02,01,01,01,03,01,50,FE,W,NJ 35 / NEPTUNE BLVD,,,,50,40,26,,,N,,116
20191311I-2019-016989,MONMOUTH,EATONTOWN BORO,12/11/2019,WE,1847,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,02,2,NJ 35,N,35,,00000035__,30.40,02,,01,04,02,01,06,01,04,01,212,FE,S,BROAD ST,,,,30,30,26,,,N,,116
20191311I-2019-017011,MONMOUTH,EATONTOWN BORO,12/12/2019,TH,0741,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,01,2,NJ 36,W,36,,00000036__,1.75,02,,01,04,02,01,01,01,03,01,30,FE,W,MARIN WAY,,,,50,25,26,,,N,,740
20191311I-2019-017026,MONMOUTH,EATONTOWN BORO,12/12/2019,TH,1550,01,EATONTOWN PD,,0,0,0,0,P,B,N,N,02,2,NJ 35,S,35,,00000035__,30.44,02,,01,05,02,01,01,01,04,01,75,FE,S,BROAD STREET,,,,30,30,26,,,N,,119
20191311I-2019-017027,MONMOUTH,EATONTOWN BORO,12/12/2019,TH,1636,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,01,2,NJ 35,S,35,,00000035__,28.40,02,,01,04,02,01,03,01,01,01,377,FE,N,INDUSTRIAL WAY,,,,45,45,26,,,N,,116
20191311I-2019-017028,MONMOUTH,EATONTOWN BORO,12/12/2019,TH,1744,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,01,2,ROUTE 547,S,547,,00000547__,27.07,05,,01,04,02,02,06,02,02,01,50,FE,S,NJ 36,,,,35,50,26,,,N,,123
20191311I-2019-017045,MONMOUTH,EATONTOWN BORO,12/13/2019,FR,0027,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,11,1,NJ 18,E,18,,00000018__,13.91,02,,01,04,02,01,07,01,05,01,500,FE,,,,,,55,,46,,,N,AS A RESULT OF THE ACCIDENT  V1 DAMAGED THE GUARD RAIL OF THE ROUTE 18 OFF RAMP?,117
20191311I-2019-017076,MONMOUTH,EATONTOWN BORO,12/13/2019,FR,1703,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,03,2,ROUTE 537,S,537,,00000537__,64.48,05,,01,04,02,02,07,02,05,01,100,FE,W,NJ 35,,,,35,30,26,,,N,,810
20191311I-2019-017092,MONMOUTH,EATONTOWN BORO,12/14/2019,SA,0424,01,EATONTOWN PD,EATONTOWN,0,3,0,0,I,I,N,N,03,2,NJ 36,S,36,,00000036__,1.27,02,,01,04,02,02,06,02,03,01,,AT,,ROUTE 547 / WYCKOFF RD,,,,55,40,26,,,N,,103
20191311I-2019-017094,MONMOUTH,EATONTOWN BORO,12/14/2019,SA,0915,01,EATONTOWN PD,EATONTOWN,0,0,0,0,P,B,N,N,11,1,NJ 36,S,,,,,08,,01,04,02,02,01,05,05,01,,,,,,,,25,,56,,,N,VEHICLE 1 DROVE INTO AND KNOCKED DOWN A LIGHT POLE IN THE MVC PARKING LOT.,810
