Year(4)-CountyCode(2)-MunicipalityCode(2)-CaseNumber,County Name,Municipality Name,Crash Date,Crash Day of Week,Crash Time,Police Department Code,Police Department,Police Station,Total Killed,Total Injured,Pedestrians Killed,Pedestrians Injured,Severity,Intersection,Alcohol Involved,Hazmat Involved,Crash Type,Total Vehicles,Location,Location Direction,Route,Route Suffix,Std Rte Identifier,MilePost,Road System,Road Character,Road Horizontal Alignment,Road Grade,Road Surface Type,Surface Condition,Light Condition,Environmental Condition,Road Divided By,Temporary Traffic Control Zone,Distance To Cross Street,Unit Of Measurement,Direction From Cross Street,Cross Street Name,Is Ramp,Ramp To/From Route Name,Ramp To/From Route Direction,Posted Speed,Posted Speed Cross Street,First Harmful Event,Latitude,Longitude,Cell Phone In Use Flag,Other Property Damage,Reporting Badge No.
2020130320AP22218,MONMOUTH,ASBURY PARK CITY,09/25/2020,FR,1950,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,02,2,LAKE AVE,W,,,13031085__,.00,07,,01,06,02,01,06,01,04,02,20,FE,E,NJ 71 / MAIN ST,,,,25,30,26,40.215200,74.013670,N,,83276
2020130320AP22261,MONMOUTH,ASBURY PARK CITY,09/26/2020,SA,0948,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,PROSPECT AVE **,N,,,13031042__,.59,07,,01,04,02,01,01,01,,,,AT,E,SUMMERFIELD AVE,,,,25,25,26,,,N,,83226
2020130320AP22262,MONMOUTH,ASBURY PARK CITY,09/26/2020,SA,0954,01,ASBURY PARK PD,PATROL DIVISION,0,1,0,1,I,B,N,N,13,1,NJ 71,N,71,,00000071__,8.81,02,,01,04,02,01,01,01,01,,30,FE,S,SUNSET AVE,,,,30,25,22,40.226310,74.009670,N,,83287
2020130320AP22302,MONMOUTH,ASBURY PARK CITY,09/26/2020,SA,1604,01,ASBURY PARK PD,PATROL DIVISION,0,0,0,0,P,I,N,N,03,2,GRAND AVE **,N,,,13031048__,.54,07,,01,04,02,01,01,01,04,01,,AT,,FOURTH AVE,,,,25,25,26,40.223660,74.005860,N,,83287
2020130320AP22500,MONMOUTH,ASBURY PARK CITY,09/28/2020,MO,1352,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,3RD AVE / THIRD AVE **,W,,,13341033__,.25,07,,01,04,02,01,01,01,05,01,,AT,S,RIDGE AVE,,,,25,25,26,40.219610,74.024990,N,,83221
2020130320AP22522,MONMOUTH,ASBURY PARK CITY,10/07/2020,WE,0853,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,08,2,SEWALL AVE **,E,,,13031039__,.33,07,,01,04,02,01,01,01,04,01,,AT,W,NJ 71 / MAIN ST,,,,25,30,26,,,N,,83219
2020130320AP22574,MONMOUTH,ASBURY PARK CITY,09/29/2020,TU,1146,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,07,3,MONROE ST **,,,,13031073__,.19,07,,01,04,02,02,01,02,05,,,AT,,RIDGE AVE,,,,25,25,26,,,N,,
2020130320AP22736,MONMOUTH,ASBURY PARK CITY,10/01/2020,TH,1155,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,11,1,NJ 71,S,71,,00000071__,8.35,02,,01,04,02,01,01,01,05,02,,AT,,CR 16 / ASBURY AVE,,,,30,25,51,40.220370,74.011810,N,UTLITY POLE (TRAFFIC SIGNAL POLE); TRAFFIC SIGNAL LIGHT BOX ; TRAFFIC LIGHT BLB,83221
2020130320AP22813,MONMOUTH,ASBURY PARK CITY,10/02/2020,FR,1036,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,08,2,FIFTH AVE **,,,,13031004__,.15,07,,01,04,02,02,01,05,05,,15,FE,W,WEBB ST,,,,25,25,28,,,N,,83150
2020130320AP22847,MONMOUTH,ASBURY PARK CITY,10/02/2020,FR,1642,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,01,2,SPRINGWOOD AVE / W LAKE AVE **,E,,,13341045__,1.41,07,,01,04,02,01,01,01,04,01,20,FE,W,CR 40A / MEMORIAL DR,,,,25,30,26,,,N,,83292
2020130320AP22922,MONMOUTH,ASBURY PARK CITY,10/03/2020,SA,1304,01,ASBURY PARK PD,,0,0,0,0,P,R,N,N,08,2,FIRST AVE **,W,,,13031001__,.44,07,,01,04,02,01,01,01,05,,20,FE,W,MEMORIAL DR,,,,25,,,40.222270,74.011750,N,,83210
2020130320AP23150,MONMOUTH,ASBURY PARK CITY,10/05/2020,MO,1727,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,05,2,CHURCH ST / JERSEY ST **,S,,,13031030__,.14,07,,01,04,02,01,01,01,05,01,,AT,,MUNROE AVE / PROSPECT AVE,,,,25,25,26,,,N,,83258
2020130320AP23223,MONMOUTH,ASBURY PARK CITY,10/06/2020,TU,1529,01,ASBURY PARK PD,,0,2,0,0,I,B,N,N,01,2,MONMOUTH COUNTY 40 A,N,40,A,13000040A_,.33,05,,01,04,02,01,01,01,04,01,100,FE,N,SPRINGWOOD AVE,,,,30,25,26,,,N,,83219
2020130320AP23380,MONMOUTH,ASBURY PARK CITY,10/08/2020,TH,1224,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,NJ 71,,71,,00000071__,7.98,02,,01,04,02,01,01,01,04,02,,AT,,SPRINGWOOD AVE / LAKE AVE,,,,25,30,26,40.215110,74.013660,N,,83228
2020130320AP23503,MONMOUTH,ASBURY PARK CITY,10/09/2020,FR,1243,01,ASBURY PARK PD,,0,1,0,0,I,I,N,N,03,3,BANGS AVE **,,,,13031043__,.06,07,,01,04,02,01,01,01,04,01,,AT,E,EMRY ST,,,,25,25,26,40.216830,74.010080,N,,
2020130320AP23601,MONMOUTH,ASBURY PARK CITY,10/10/2020,SA,0012,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,08,2,1100 ATLANTIC AVE; ASBURY,N,,,,,10,,01,04,02,01,06,01,,,30,FE,S,,,,,25,,26,40.215960,74.018890,N,,83278
2020130320AP23761,MONMOUTH,ASBURY PARK CITY,10/11/2020,SU,0853,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,FIRST AVE **,W,,,13031001__,.44,07,,01,04,02,01,01,01,05,,,AT,,MEMORIAL DR,,,,25,30,26,,,N,,83226
2020130320AP23847,MONMOUTH,ASBURY PARK CITY,10/11/2020,SU,2120,01,ASBURY PARK PD,,0,1,0,0,I,I,N,N,01,2,MONMOUTH COUNTY 16,E,16,,13000016__,5.50,05,,01,04,02,01,07,05,04,01,,AT,,RIDGE AVE,,,,25,,26,,,N,,83246
2020130320AP24048,MONMOUTH,ASBURY PARK CITY,10/14/2020,WE,1300,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,NJ 71,E,71,,00000071__,7.98,02,,01,04,02,01,01,01,04,02,,AT,,SPRINGWOOD AVE / LAKE AVE,,,,25,30,26,40.216700,74.013140,N,,83219
2020130320AP24115,MONMOUTH,ASBURY PARK CITY,10/15/2020,TH,0624,01,ASBURY PARK PD,APPD,0,0,0,0,P,B,N,N,15,3,NJ 71,S,71,,00000071__,8.43,02,,01,04,02,01,02,01,05,02,20,FE,S,1ST AVE,,,,30,25,,,,N,813 MAIN STREET,
2020130320AP24194,MONMOUTH,ASBURY PARK CITY,10/15/2020,TH,2054,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,01,2,GRAND AVE **,S,,,13031048__,.13,07,,01,04,02,01,06,01,04,01,10,FE,N,MONROE AVE,,,,25,25,26,40.217940,74.007920,N,,83278
2020130320AP24418,MONMOUTH,ASBURY PARK CITY,10/17/2020,SA,2138,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,3,RIDGE AVE,N,,,,,07,,01,04,02,01,06,01,,,,,,,,,,25,,26,40.218190,74.024860,N,,
2020130320AP24570,MONMOUTH,ASBURY PARK CITY,10/19/2020,MO,1205,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,14,1,SPRINGWOOD AVE / W LAKE AVE **,E,,,13341045__,1.27,07,,01,04,02,01,01,01,05,01,,AT,,SYLVAN AVE,,,,25,25,26,,,N,,83131
2020130320AP24571,MONMOUTH,ASBURY PARK CITY,10/19/2020,MO,1154,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,02,2,LANGFORD ST **,N,,,13031010__,.35,07,,01,04,02,01,01,01,,,15,FE,N,SEWALL AVE,,,,25,25,26,,,N,,83226
2020130320AP24680,MONMOUTH,ASBURY PARK CITY,10/21/2020,WE,0019,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,08,2,MEMORIAL DR,N,,,13031009__,.44,07,,01,04,02,01,01,01,04,,150,FE,S,SUNSET AVE,,,,25,25,26,,,N,,83246
2020130320AP24778,MONMOUTH,ASBURY PARK CITY,10/21/2020,WE,1802,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,MONMOUTH COUNTY 16,E,16,,13000016__,5.57,05,,01,04,02,01,01,01,04,,20,FE,S,DRUMMOND AVE,,,,25,25,26,40.222750,74.024040,N,,83278
2020130320AP24943,MONMOUTH,ASBURY PARK CITY,10/23/2020,FR,1400,01,ASBURY PARK PD,ASBURY PARK,0,0,0,0,P,B,N,N,08,2,MUNROE AVE **,W,,,13031016__,.43,07,,01,04,02,01,01,01,,,30,FE,W,BOND ST,,,,25,25,28,,,N,,83235
2020130320AP25027,MONMOUTH,ASBURY PARK CITY,10/24/2020,SA,1114,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,01,2,MONMOUTH COUNTY 16,W,16,,13000016__,5.85,05,,01,04,02,01,01,01,,,,AT,E,PINE ST,,,,25,25,26,,,N,,83226
2020130320AP25309,MONMOUTH,ASBURY PARK CITY,10/27/2020,TU,1501,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,05,2,ATLANTIC AVE **,W,,,13031058__,.17,07,,01,04,02,01,01,05,05,01,,AT,,ATKINS AVE,,,,25,25,26,40.216180,74.020630,N,,83221
2020130320AP25469,MONMOUTH,ASBURY PARK CITY,10/29/2020,TH,1521,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,MEMORIAL DR,S,,,13031009__,.07,07,,01,04,02,02,01,02,04,01,,AT,,1ST AVE,,,,30,25,26,,,N,,83263
2020130320AP25517,MONMOUTH,ASBURY PARK CITY,10/30/2020,FR,0853,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,9 MAIN ST; ASBURY PARK PU,S,,,,,08,,,,02,02,01,02,05,01,,,,SPRINGWOOD AVENUE,,,,,25,28,,,N,,83272
2020130320AP25568,MONMOUTH,ASBURY PARK CITY,10/30/2020,FR,1835,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,FIRST AVE **,W,,,13031001__,.14,07,,01,04,02,01,06,01,05,,,AT,,PINE ST,,,,25,25,26,40.222870,74.018230,N,,83278
2020130320AP25587,MONMOUTH,ASBURY PARK CITY,10/30/2020,FR,2021,01,ASBURY PARK PD,APPD,0,0,0,0,P,I,N,N,02,2,NJ 71,N,71,,00000071__,8.35,02,,01,04,02,01,06,01,,,,AT,W,CR 16 / ASBURY AVE,,,,30,30,26,,,N,,83282
2020130320AP25645,MONMOUTH,ASBURY PARK CITY,10/31/2020,SA,1017,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,FOURTH AVE **,E,,,13031003__,1.14,07,,01,04,02,01,01,01,05,01,,AT,,GRAND AVE,,,,25,25,26,40.223670,74.005860,N,,83207
2020130320AP25807,MONMOUTH,ASBURY PARK CITY,11/01/2020,SU,1251,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,MEMORIAL DR,N,,,13031009__,.30,07,,01,04,02,02,01,02,04,01,,AT,,4TH AVE,,,,30,25,26,,,N,,83292
2020130320AP25834,MONMOUTH,ASBURY PARK CITY,11/02/2020,MO,0630,01,ASBURY PARK PD,,0,2,0,0,I,I,N,N,05,2,MUNROE AVE **,W,,,13031016__,.00,07,,02,04,02,01,01,01,05,,,AT,,PROSPECT AVE,,,,25,25,26,,,N,,83229
2020130320AP25943,MONMOUTH,ASBURY PARK CITY,11/03/2020,TU,1427,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,01,2,MEMORIAL DR,N,,,13031009__,.30,07,,01,04,02,01,01,01,04,,,AT,S,4TH AVE,,,,30,,26,40.224870,74.011550,N,,83288
2020130320AP25973,MONMOUTH,ASBURY PARK CITY,11/03/2020,TU,1957,01,ASBURY PARK PD,,0,1,0,1,I,I,Y,N,13,1,RIDGE AVE / WICKAPECKO DR,S,,,13371419__,2.28,07,,01,04,02,01,06,01,05,01,,AT,S,SPRINGWOOD AVE,,,,25,25,26,,,N,,83183
2020130320AP25992,MONMOUTH,ASBURY PARK CITY,11/05/2020,TH,0125,01,ASBURY PARK PD,ASBURY PARK PD,0,0,0,0,P,I,N,N,99,2,MEMORIAL DR,W,,,13031009__,.22,07,,01,04,02,01,02,01,05,01,,AT,,3RD AVE,,,,25,30,26,,,N,,83244
2020130320AP26142,MONMOUTH,ASBURY PARK CITY,11/05/2020,TH,1313,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,01,2,MONMOUTH COUNTY 16,,16,,13000016__,6.17,05,,01,04,02,02,01,01,05,,100,FE,E,MEMORIAL DR,,,,25,25,26,,,N,,83150
2020130320AP26221,MONMOUTH,ASBURY PARK CITY,11/06/2020,FR,1232,01,ASBURY PARK PD,,0,1,0,0,I,I,N,N,01,2,NJ 71,N,71,,00000071__,8.58,02,,01,04,02,01,01,01,,01,,AT,,3RD AVE,,,,30,25,,40.223550,74.010670,N,,83207
2020130320AP26270,MONMOUTH,ASBURY PARK CITY,11/07/2020,SA,2158,01,ASBURY PARK PD,APPD,0,0,0,0,P,B,N,N,06,2,MUNROE AVE **,W,,,13031016__,.00,07,,00,04,01,01,06,01,04,01,25,FE,W,PROSPECT AVE,,,,25,,28,,,N,,83275
2020130320AP26273,MONMOUTH,ASBURY PARK CITY,11/07/2020,SA,0059,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,06,2,SPRINGWOOD AVE / W LAKE AVE **,E,,,13341045__,1.27,07,,01,04,02,01,06,01,05,01,,AT,E,SYLVAN AVE,,,,25,,26,40.214700,74.019040,N,,83210
2020130320AP26284,MONMOUTH,ASBURY PARK CITY,11/07/2020,SA,0615,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,BANGS AVE,E,,,13031083__,.15,07,,01,04,02,01,01,01,04,,,AT,N,DEWITT AVE,,,,25,25,26,,,N,,83291
2020130320AP26306,MONMOUTH,ASBURY PARK CITY,11/07/2020,SA,1038,01,ASBURY PARK PD,,0,2,0,0,I,B,N,N,08,2,LAKE AVE,E,,,13031085__,.10,07,,01,04,02,01,01,01,,01,200,FE,E,BOND ST,,,,25,25,26,,,N,,83272
2020130320AP26313,MONMOUTH,ASBURY PARK CITY,11/07/2020,SA,1356,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,FOURTH AVE **,W,,,13031003__,.83,07,,01,04,02,01,01,01,04,,,AT,,MEMORIAL DR,,,,25,25,26,,,N,,83263
2020130320AP26336,MONMOUTH,ASBURY PARK CITY,11/07/2020,SA,1649,01,ASBURY PARK PD,PATROL DIVISION,0,0,0,0,P,B,N,N,06,2,BANGS AVE,W,,,13031083__,.03,07,,01,04,02,01,01,01,04,01,10,FE,W,RIDGE AVE,,,,25,25,26,40.219060,74.024990,N,,83287
2020130320AP26339,MONMOUTH,ASBURY PARK CITY,11/07/2020,SA,1731,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,RIDGE AVE / WICKAPECKO DR,,,,13371419__,2.35,07,,01,04,01,01,07,01,05,01,100,FE,S,IVY PL,,,,25,25,26,40.213660,74.024200,N,,83280
2020130320AP26347,MONMOUTH,ASBURY PARK CITY,11/07/2020,SA,1916,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,06,2,PROSPECT AVE **,N,,,13031042__,.27,07,,01,04,02,01,06,01,04,01,,AT,S,CR 16 / ASBURY AVE,,,,25,25,,,,N,,83285
2020130320AP26359,MONMOUTH,ASBURY PARK CITY,11/07/2020,SA,2209,01,ASBURY PARK PD,,0,5,0,0,I,I,N,N,03,4,MONMOUTH COUNTY 40 A,N,40,A,13000040A_,.00,07,,01,04,02,01,06,01,05,01,,AT,,MUNROE AVE,,,,30,30,26,40.219150,74.013600,N,STREET SIGN  GUTTER ON 601 MEMORIAL DRIVE,
2020130320AP26393,MONMOUTH,ASBURY PARK CITY,11/08/2020,SU,0937,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,BOND ST **,S,,,13031036__,.73,07,,01,04,02,01,00,01,,,25,FE,N,MUNROE AVE,,,,25,25,28,,,N,,83272
2020130320AP26488,MONMOUTH,ASBURY PARK CITY,11/09/2020,MO,1617,01,ASBURY PARK PD,,0,1,0,0,I,I,N,N,03,2,SPRINGWOOD AVE / W LAKE AVE **,,,,13341045__,1.27,07,,01,04,02,01,01,01,05,01,,AT,,SYLVAN AVE,,,,25,25,26,,,N,,83204
2020130320AP26640,MONMOUTH,ASBURY PARK CITY,11/11/2020,WE,1257,01,ASBURY PARK PD,,0,1,0,0,I,I,N,N,03,2,MEMORIAL DR,,,,13031009__,.00,07,,01,04,02,01,01,01,05,01,,AT,,MUNROE AVE,,,,25,25,26,,,N,,83150
2020130320AP26669,MONMOUTH,ASBURY PARK CITY,11/11/2020,WE,2340,01,ASBURY PARK PD,APPD,0,0,0,0,P,B,N,N,06,2,NJ 71,S,71,,00000071__,8.04,02,,01,04,02,02,06,02,05,02,5,FE,S,COOKMAN AVE,,,,25,25,26,,,N,,83244
2020130320AP26672,MONMOUTH,ASBURY PARK CITY,11/11/2020,WE,2309,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,08,2,COOKMAN AVE,E,,,13031052__,.59,07,,01,04,02,02,06,02,,02,35,FE,W,NJ 71 / MAIN ST,,,,25,,,40.215740,74.012340,N,,83210
2020130320AP26674,MONMOUTH,ASBURY PARK CITY,11/12/2020,TH,0008,01,ASBURY PARK PD,1 MUNICIPAL PLZ,0,0,0,0,P,B,N,N,06,2,CHURCH ST / JERSEY ST **,,,,13031030__,.15,07,,01,04,01,02,05,02,,,50,FE,E,MUNROE AVE / PROSPECT AVE,,,,25,25,28,40.221520,74.020370,N,,83262
2020130320AP26847,MONMOUTH,ASBURY PARK CITY,11/13/2020,FR,2242,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,02,2,NJ 71,N,71,,00000071__,8.25,02,,01,04,02,01,06,01,04,02,20,FE,S,MONROE AVE,,,,30,25,26,,,N,,83281
2020130320AP27014,MONMOUTH,ASBURY PARK CITY,11/15/2020,SU,1908,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,11,2,FISHER PL / WASHINGTON AVE **,W,,,13031053__,.15,07,,01,04,01,01,07,01,05,01,,AT,W,JERSEY ST,,,,25,25,52,40.220290,74.022910,N,,83280
2020130320AP27015,MONMOUTH,ASBURY PARK CITY,11/15/2020,SU,2144,01,ASBURY PARK PD,APPD,0,1,0,1,I,B,Y,N,13,1,NJ 71,N,71,,00000071__,8.66,02,,01,04,02,02,06,02,,,75,FE,N,4TH AVE,,,,30,25,26,,,N,,83282
2020130320AP27052,MONMOUTH,ASBURY PARK CITY,11/16/2020,MO,0908,01,ASBURY PARK PD,1303,0,1,0,0,I,I,N,N,01,2,MEMORIAL DR,,,,13031009__,.07,07,,01,04,02,01,01,01,04,01,,AT,,1ST AVE,,,,25,25,26,40.221700,74.012700,N,,83224
2020130320AP27059,MONMOUTH,ASBURY PARK CITY,11/16/2020,MO,1054,01,ASBURY PARK PD,,0,3,0,0,I,B,N,N,08,2,BANGS AVE,E,,,13031083__,.53,07,,01,04,02,01,01,01,04,01,25,FE,W,LANGFORD ST,,,,25,25,01,40.218260,74.016770,N,LARGE TREE STRUCK  STILL INTACT. NW CORNER OF BANGS AVE AND LANGFORD ST.,83219
2020130320AP27096,MONMOUTH,ASBURY PARK CITY,11/16/2020,MO,2102,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,BANGS AVE,E,,,13031083__,.15,07,,01,04,02,01,07,01,04,01,,AT,,DEWITT AVE,,,,25,25,26,,,N,,83246
2020130320AP27414,MONMOUTH,ASBURY PARK CITY,11/20/2020,FR,1012,01,ASBURY PARK PD,,0,1,0,1,I,I,N,N,13,1,MEMORIAL DR,S,,,13031009__,.07,07,,01,04,02,01,01,01,04,01,,AT,,1ST AVE,,,,35,25,26,,,N,,83292
2020130320AP27482,MONMOUTH,ASBURY PARK CITY,11/20/2020,FR,2246,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,15,1,BANGS AVE,N,,,,,07,,01,04,02,01,06,01,05,01,20,FE,N,BANGS AVENUE,,,,25,25,48,40.217010,74.010190,N,ONE TABLE LOCATED BEHIND A CONCRETE BARRIER ON 400 BLOCK OF EMORY STREET.,
2020130320AP27504,MONMOUTH,ASBURY PARK CITY,11/21/2020,SA,0958,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,01,2,MONMOUTH COUNTY 16,E,16,,13000016__,5.95,05,,01,04,02,01,01,01,04,01,,AT,,COMSTOCK ST,,,,25,25,26,,,N,,83272
2020130320AP27632,MONMOUTH,ASBURY PARK CITY,11/22/2020,SU,1617,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,3,BORDEN AVE **,S,,,,,07,,01,04,02,01,01,01,,,120,FE,N,HECK ST,,,,25,25,26,40.214410,74.022200,N,,83226
2020130320AP27700,MONMOUTH,ASBURY PARK CITY,11/23/2020,MO,1724,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,03,2,COOKMAN AVE,N,,,13031052__,.54,07,,01,04,02,01,07,01,04,01,20,FE,E,BOND ST,,,,25,25,,40.218620,74.011110,N,,83290
2020130320AP27874,MONMOUTH,ASBURY PARK CITY,11/25/2020,WE,1855,01,ASBURY PARK PD,,0,1,0,0,I,I,N,N,03,2,MONMOUTH COUNTY 40 A,S,40,A,13000040A_,.10,07,,01,04,02,01,06,01,04,,,AT,,BANGS AVE,,,,30,25,26,40.216990,74.014560,N,,83278
2020130320AP27910,MONMOUTH,ASBURY PARK CITY,11/26/2020,TH,0509,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,11,1,PROSPECT AVE **,S,,,13031042__,.91,07,,01,04,02,02,06,02,04,,,AT,,SPRINGWOOD AVE,,,,25,25,52,40.214780,74.016470,N,SLIGHT DAMAGE ON JCP&L UTILITY POLE #JC1254AF,83281
2020130320AP28006,MONMOUTH,ASBURY PARK CITY,11/27/2020,FR,1511,01,ASBURY PARK PD,PATROL DIVISION,0,0,0,0,P,B,N,N,01,2,MEMORIAL DR,N,,,13031009__,.07,07,,01,04,02,01,01,01,04,01,4,FE,S,1ST AVE,,,,25,25,26,40.221700,74.012700,N,,83287
2020130320AP28045,MONMOUTH,ASBURY PARK CITY,11/27/2020,FR,2117,01,ASBURY PARK PD,,0,1,0,0,I,I,N,N,03,2,MEMORIAL DR,N,,,13031009__,.15,07,,01,04,01,01,06,01,04,01,,AT,,2ND AVE,,,,35,25,26,40.222750,74.012320,N,,83280
2020130320AP28270,MONMOUTH,ASBURY PARK CITY,12/01/2020,TU,0853,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,MUNROE AVE **,E,,,13031016__,.21,07,,01,04,02,00,00,00,05,,20,FE,W,LANGFORD ST,,,,25,25,28,40.219480,74.016030,N,,83219
2020130320AP28341,MONMOUTH,ASBURY PARK CITY,12/01/2020,TU,1940,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,NJ 71,S,71,,00000071__,8.58,02,,01,04,02,01,06,01,04,,15,FE,N,3RD AVE,,,,30,25,,40.223960,74.010790,N,,83290
2020130320AP28485,MONMOUTH,ASBURY PARK CITY,12/03/2020,TH,1014,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,02,2,3RD AVE / THIRD AVE **,E,,,13341033__,.80,07,,01,04,02,01,01,01,05,01,30,FE,W,COMSTOCK ST,,,,15,25,26,40.224490,74.016640,N,,83228
2020130320AP28526,MONMOUTH,ASBURY PARK CITY,12/03/2020,TH,1715,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,LANGFORD ST **,N,,,13031010__,.24,07,,01,04,02,01,06,01,05,01,,AT,,SUMMEFIELD AVE,,,,25,25,26,,,N,,83183
2020130320AP28594,MONMOUTH,ASBURY PARK CITY,12/04/2020,FR,1001,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,06,2,NJ 71,S,71,,00000071__,8.10,02,,01,04,02,01,01,01,04,02,30,FE,N,MATTISON AVE,,,,35,25,28,,,N,,83292
2020130320AP28822,MONMOUTH,ASBURY PARK CITY,12/10/2020,TH,0028,01,ASBURY PARK PD,1303,0,0,0,0,P,B,N,N,06,2,FOURTH AVE **,W,,,13031003__,.74,07,,01,04,02,01,01,01,04,01,35,FE,W,LANGFORD ST,,,,25,25,26,,,N,,83224
2020130320AP28841,MONMOUTH,ASBURY PARK CITY,12/07/2020,MO,1037,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,08,2,GRAND AVE **,N,,,13031048__,.99,07,,01,04,02,01,01,01,05,01,100,FE,S,NJ 71 / DEAL LAKE DR,,,,25,25,28,,,N,,83131
2020130320AP28855,MONMOUTH,ASBURY PARK CITY,12/07/2020,MO,1242,01,ASBURY PARK PD,,0,0,0,0,P,B,N,N,08,2,MONMOUTH COUNTY 16,E,16,,13000016__,6.13,05,,01,04,02,01,01,01,,,90,FE,W,MEMORIAL DR,,,,25,30,26,,,N,,83226
2020130320AP28863,MONMOUTH,ASBURY PARK CITY,12/07/2020,MO,1416,01,ASBURY PARK PD,,0,1,0,0,I,I,N,N,03,2,RIDGE AVE / WICKAPECKO DR,E,,,13371419__,2.28,07,,01,04,02,01,01,01,05,01,,AT,,SPRINGWOOD AVE,,,,25,25,26,40.215350,74.024610,N,FENCE TO 1416 SPRINGWOOD AVE (SISTER'S ACADEMY SCHOOL)  LAWN TO 1416 SPRINGWOOD,83221
2020130320AP29227,MONMOUTH,ASBURY PARK CITY,12/11/2020,FR,1511,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,05,2,MEMORIAL DR,,,,13031009__,.22,07,,01,04,02,01,01,01,04,01,,AT,,3RD AVE,,,,30,25,26,,,N,,83228
2020130320AP29246,MONMOUTH,ASBURY PARK CITY,12/11/2020,FR,1732,01,ASBURY PARK PD,1 MUNICIPAL PLZ,0,0,0,0,P,I,N,N,04,2,BANGS AVE,,,,13031083__,.68,07,,01,,01,01,06,01,,,,AT,,NJ 71 / MAIN ST,,,,25,25,26,40.217420,74.012880,N,,83262
2020130320AP29303,MONMOUTH,ASBURY PARK CITY,12/12/2020,SA,0906,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,7TH AVE / SEVENTH AVE / STEINER PL **,W,,,13031018__,.34,07,,01,04,02,02,01,05,05,01,,AT,,GRAND AVE,,,,25,25,26,40.228130,74.004290,N,,83207
2020130320AP29329,MONMOUTH,ASBURY PARK CITY,12/12/2020,SA,1645,01,ASBURY PARK PD,,0,0,0,0,P,I,N,N,03,2,MONMOUTH COUNTY 40 A,N,40,A,13000040A_,.00,07,,01,04,02,01,07,01,04,01,,AT,,MUNROE AVE,,,,25,25,26,40.219150,74.013600,N,,83266
2020130320AP29334,MONMOUTH,ASBURY PARK CITY,12/12/2020,SA,1723,01,ASBURY PARK PD,,0,1,0,0,I,B,N,N,08,2,GRAND AVE **,S,,,13031048__,1.00,07,,01,04,02,02,06,01,04,01,50,FE,S,NJ 71 / DEAL LAKE DR,,,,25,30,28,40.229460,74.003480,N,TREE AT SUNSET AVENUE AND EMORY STREET,83278
