Year(4)-CountyCode(2)-MunicipalityCode(2)-CaseNumber,County Name,Municipality Name,Crash Date,Crash Day of Week,Crash Time,Police Department Code,Police Department,Police Station,Total Killed,Total Injured,Pedestrians Killed,Pedestrians Injured,Severity,Intersection,Alcohol Involved,Hazmat Involved,Crash Type,Total Vehicles,Location,Location Direction,Route,Route Suffix,Std Rte Identifier,MilePost,Road System,Road Character,Road Horizontal Alignment,Road Grade,Road Surface Type,Surface Condition,Light Condition,Environmental Condition,Road Divided By,Temporary Traffic Control Zone,Distance To Cross Street,Unit Of Measurement,Direction From Cross Street,Cross Street Name,Is Ramp,Ramp To/From Route Name,Ramp To/From Route Direction,Posted Speed,Posted Speed Cross Street,First Harmful Event,Latitude,Longitude,Cell Phone In Use Flag,Other Property Damage,Reporting Badge No.
2018131918-48775-AC,MONMOUTH,HOWELL TWP,09/06/2018,TH,1119,01,HOWELL TWP PD,,0,0,0,0,P,I,N,N,02,2,US 9,N,9,,00000009__,105.78,02,,01,04,02,01,01,01,01,01,,AT,,SALEM HILL RD,,,,50,25,26,,,N,,185
2018131918-4878-AC,MONMOUTH,HOWELL TWP,01/25/2018,TH,1352,01,HOWELL TWP PD,,0,0,0,0,P,I,N,N,05,2,NEWBURY RD,,,,,,07,,01,04,02,01,01,01,05,01,,AT,,SALEM HILL RD,,,,25,25,26,,,N,,650
2018131918-488-AC,MONMOUTH,HOWELL TWP,01/03/2018,WE,1136,01,HOWELL TWP PD,,0,1,0,0,I,B,N,N,11,1,KENT RD,N,,,,,07,,03,06,02,01,01,01,05,01,500,FE,N,BROWN RD,,,,35,35,56,,,N,POLE # JC44HL STRUCK  MINOR DAMAGE - JCP&L - KENT RD HOWELL NJ 07731,184
2018131918-48852-AC,MONMOUTH,HOWELL TWP,09/06/2018,TH,1930,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,11,1,BERGERVILLE RD,,,,,,07,,01,04,02,01,03,01,05,01,1000,FE,W,SPRUCEHOLLOW DR,,,,35,25,52,,,N,MAIL BOX AND PVC POLE/STAND - HELEN MANCUSO - 61 BERGERVILLE RD HOWELL NJ 07731,650
2018131918-4891-AC,MONMOUTH,HOWELL TWP,01/25/2018,TH,1614,01,HOWELL TWP PD,,0,0,0,0,P,I,N,N,03,2,NEWTONS CORNER RD,S,,,,,07,,01,04,02,01,01,01,05,01,,AT,,JOSHUA CT,,,,35,25,26,,,N,,655
2018131918-48928-AC,MONMOUTH,HOWELL TWP,09/07/2018,FR,0916,01,HOWELL TWP PD,,0,3,0,0,I,I,N,N,03,2,ROUTE 524 ALTERNATE,,524,A,00000524A_,.81,05,,01,04,02,01,01,01,05,01,,AT,,W FARM RD,,,,45,45,26,,,N,,675
2018131918-49103-AC,MONMOUTH,HOWELL TWP,09/08/2018,SA,0749,01,HOWELL TWP PD,,0,1,0,0,I,B,N,N,04,2,ROUTE 524 ALTERNATE,,524,A,00000524A_,3.61,05,,02,04,02,02,01,02,04,01,500,FE,,NEWCASTLE ST,,,,40,25,26,,,N,,676
2018131918-49126-AC,MONMOUTH,HOWELL TWP,09/08/2018,SA,1059,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,01,2,US 9,N,9,,00000009__,107.23,02,,01,04,02,02,01,02,01,01,5,FE,E,GEORGIA TAVERN RD / HULSE RD,,,,55,45,26,,,N,,669
2018131918-49132-AC,MONMOUTH,HOWELL TWP,09/08/2018,SA,1144,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,05,2,ROUTE 524 ALTERNATE,,524,A,00000524A_,3.55,05,,02,04,02,02,01,02,05,01,300,FE,W,NEW CASTLE ST,,,,40,15,26,,,N,,672
2018131918-49140-AC,MONMOUTH,HOWELL TWP,09/08/2018,SA,1211,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,01,2,MONMOUTH COUNTY 21,S,21,,13000021__,1.60,05,,01,05,02,02,01,02,04,01,3,FE,E,OLD TAVERN RD,,,,40,40,26,,,N,,669
2018131918-49196-AC,MONMOUTH,HOWELL TWP,09/08/2018,SA,1922,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,12,1,MAXIM SOUTHARD RD **,N,,,13191084__,,07,,01,04,02,02,06,02,05,01,,,,,,,,45,,24,,,N,,680
2018131918-492-AC,MONMOUTH,HOWELL TWP,01/03/2018,WE,1154,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,15,1,ROUTE 524 ALTERNATE,W,524,A,00000524A_,3.60,05,,01,06,99,09,00,00,05,01,750,FE,W,ROUTE 524/ROUTE 547,,,,45,45,,,,N,GAZEBO - JONATHAN GREEN & SONS - 48 RT. 524A HOWELL NJ 07731,616
2018131918-49251-AC,MONMOUTH,HOWELL TWP,09/09/2018,SU,1157,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,01,2,GEORGIA TAVERN RD,,,,13191073__,2.04,07,,01,04,02,02,01,02,04,01,1000,FE,N,WHITE ST,,,,40,40,26,,,N,,676
2018131918-49260-AC,MONMOUTH,HOWELL TWP,09/09/2018,SU,1419,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,11,1,OAK GLEN RD,E,,,13191081__,4.56,07,,02,04,02,02,01,02,04,01,500,FE,W,CR 21 / MANASSA RD,,,,40,40,52,,,N,JCPL POLE #BT4790HL - JCPL - OLD TAVERN RD HOWELL NJ,
2018131918-49267-AC,MONMOUTH,HOWELL TWP,09/09/2018,SU,1543,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,04,2,FRIENDSHIP RD **,,,,13191075__,1.15,07,,01,04,02,02,01,02,05,01,500,FE,S,CHERRY TREE CIR,,,,35,25,26,,,N,SPRINKLER HEAD - EARLE W BALL - 288 FRIENDSHIP RD HOWELL NJ 07731-1970,654
2018131918-49268-AC,MONMOUTH,HOWELL TWP,09/09/2018,SU,1547,01,HOWELL TWP PD,,0,0,0,0,P,I,N,N,01,2,US 9,N,9,,00000009__,110.90,02,,01,04,02,02,01,02,02,,,AT,,EDINBURGH DR,,,,50,25,26,,,N,,674
2018131918-49271-AC,MONMOUTH,HOWELL TWP,09/09/2018,SU,1602,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,11,1,NJ 33,E,33,,00000033__,32.58,02,,02,04,02,02,01,02,05,01,250,FE,E,W RENAISSANCE BLVD,,,,50,25,46,,,N,GUARD RAIL - NJ DOT - RT 33 HOWELL NJ 07731,673
2018131918-49273-AC,MONMOUTH,HOWELL TWP,09/09/2018,SU,1625,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,11,1,ROUTE 524,E,524,,00000524__,28.30,05,,01,04,02,02,01,02,05,01,200,FE,E,KETCHAM RD,,,,45,40,56,,,N,,624
2018131918-49296-AC,MONMOUTH,HOWELL TWP,09/09/2018,SU,2027,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,12,1,MAXIM RD **,,,,13191082__,1.18,07,,01,04,02,02,07,02,,,50,FE,E,MAXIM SOUTHARD RD,,,,50,50,24,,,N,,670
2018131918-49299-AC,MONMOUTH,HOWELL TWP,09/09/2018,SU,2112,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,11,1,MONMOUTH COUNTY 18 I,,18,1,130000181_,.35,05,,01,04,02,02,06,02,,,1000,FE,E,GROVE ST,,,,40,25,61,,,N,FENCE; FENCE POST; MAILBOX; TREE - DALE G LONG - 526 BRICKYARD RD HOWELL TOWNSH?,674
2018131918-49334-AC,MONMOUTH,HOWELL TWP,09/10/2018,MO,0915,01,HOWELL TWP PD,,0,0,0,0,P,I,N,N,03,2,FORT PLAINS RD,E,,,13191057__,2.18,07,,01,04,02,02,01,02,05,01,,AT,,WEST FARMS RD,,,,40,45,26,,,N,,624
2018131918-49365-AC,MONMOUTH,HOWELL TWP,09/10/2018,MO,1326,01,HOWELL TWP PD,,0,2,0,0,I,I,N,N,01,3,US 9,S,9,,00000009__,106.44,02,,01,04,02,02,01,02,01,01,,AT,,REDWOOD RD,,,,50,25,26,,,N,,624
2018131918-49371-AC,MONMOUTH,HOWELL TWP,09/10/2018,MO,1350,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,11,1,US 9,N,9,,00000009__,104.01,02,,01,04,02,02,01,02,01,01,50,FE,N,ESTELLE LN,,,,50,35,48,,,N,,189
2018131918-49376-AC,MONMOUTH,HOWELL TWP,09/10/2018,MO,1433,01,HOWELL TWP PD,,0,2,0,0,I,B,N,N,11,1,HULSES RD,,,,,,07,,02,04,02,02,01,02,05,01,1800,FE,W,SMITH ST,,,,45,25,60,,,N,,629
2018131918-49397-AC,MONMOUTH,HOWELL TWP,09/10/2018,MO,1742,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,11,1,CASINO RD,,,,13191012__,1.43,07,,02,07,02,02,01,02,,,200,FE,E,KETCHAM RD,,,,40,35,,,,N,,615
2018131918-49426-AC,MONMOUTH,HOWELL TWP,09/11/2018,TU,0143,01,HOWELL TWP PD,,0,0,0,0,P,I,N,N,01,2,US 9,,9,,00000009__,110.37,02,,01,04,02,02,06,02,01,01,,AT,,STRICKLAND RD,,,,55,35,26,,,N,,179
2018131918-49500-AC,MONMOUTH,HOWELL TWP,09/11/2018,TU,1713,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,01,2,US 9,,9,,00000009__,109.98,02,,01,04,02,02,01,02,01,01,150,FE,N,BERGERVILLE RD / CASINO DR,,,,55,40,26,,,N,,642
2018131918-49524-AC,MONMOUTH,HOWELL TWP,09/11/2018,TU,2212,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,06,2,BRYCE CANYON RD **,E,,,13191603__,.00,07,,01,04,02,01,00,01,05,01,200,FE,W,CASCADES AVE,,,,25,25,28,,,N,,
2018131918-49551-AC,MONMOUTH,HOWELL TWP,09/12/2018,WE,0454,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,12,1,WEST FARMS RD,E,,,,,07,,01,04,02,02,07,04,05,01,200,FE,W,LEMON RD,,,,40,35,24,,,N,,673
2018131918-49692-AC,MONMOUTH,HOWELL TWP,09/12/2018,WE,1618,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,01,3,NJ 33,E,33,,00000033__,33.28,02,,01,04,02,02,01,02,05,01,50,FE,E,EAST HASTINGS LN,,,,50,25,26,,,N,,614
2018131918-49695-AC,MONMOUTH,HOWELL TWP,09/12/2018,WE,1634,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 33,E,33,,00000033__,32.62,02,,01,04,02,02,01,02,05,,500,FE,E,W RENAISSANCE BLVD,,,,50,25,26,,,N,,614
2018131918-49700-AC,MONMOUTH,HOWELL TWP,09/12/2018,WE,1741,01,HOWELL TWP PD,,0,1,0,0,I,I,N,N,03,2,ROUTE 524 ALTERNATE,,524,A,00000524A_,.81,05,,01,04,02,02,01,02,,,,AT,,W FARM RD,,,,45,40,26,,,N,,615
2018131918-49780-AC,MONMOUTH,HOWELL TWP,09/13/2018,TH,0719,01,HOWELL TWP PD,,0,2,0,0,I,B,N,N,01,3,ROUTE 524 ALTERNATE,,524,A,00000524A_,.83,05,,01,04,02,02,01,05,05,01,100,FE,N,W FARM RD,,,,45,40,26,,,N,,197
2018131918-49869-AC,MONMOUTH,HOWELL TWP,09/13/2018,TH,1517,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,01,2,US 9,S,9,,00000009__,110.14,02,,01,04,02,01,01,01,01,01,1000,FE,N,BERGERVILLE RD / CASINO DR,,,,55,40,26,,,N,,655
2018131918-49967-AC,MONMOUTH,HOWELL TWP,09/14/2018,FR,0732,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,12,1,OAK GLEN RD,,,,13191081__,3.38,07,,01,04,02,02,01,05,05,01,500,FE,S,DANELLA WAY,,,,45,25,24,,,N,,675
2018131918-50054-AC,MONMOUTH,HOWELL TWP,09/14/2018,FR,1425,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,03,2,LANES MILL RD **,W,,,13191078__,.22,07,,01,05,02,01,01,05,05,01,75,FE,W,US 9,,,,35,50,26,,,N,,177
2018131918-50058-AC,MONMOUTH,HOWELL TWP,09/14/2018,FR,1521,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 33,E,33,,00000033__,30.55,02,,01,04,02,01,01,01,05,01,500,FE,W,FAIRFIELD RD,,,,50,45,26,,,N,,655
2018131918-50149-AC,MONMOUTH,HOWELL TWP,09/15/2018,SA,0358,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,12,1,US 9,N,9,,00000009__,108.81,02,,01,05,02,01,06,01,01,01,750,FE,E,WEST FARM RD,,,,55,45,24,,,N,,672
2018131918-5015-AC,MONMOUTH,HOWELL TWP,01/26/2018,FR,0838,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,01,2,US 9,,9,,00000009__,109.95,02,,01,04,02,01,01,01,05,01,25,FE,S,BERGERVILLE RD / CASINO DR,,,,50,45,26,,,N,,648
2018131918-50224-AC,MONMOUTH,HOWELL TWP,09/15/2018,SA,1647,01,HOWELL TWP PD,,0,0,0,0,P,I,N,N,01,2,NEWTONS CORNER RD,,,,13191103__,1.83,07,,01,04,02,01,02,01,05,01,,AT,,LAKEWOOD-ALLENWOOD RD,,,,35,45,26,,,N,,
2018131918-50311-AC,MONMOUTH,HOWELL TWP,09/16/2018,SU,0627,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,12,1,E ALDRICH RD,,,,13191056__,3.04,07,,01,04,02,01,02,01,05,01,500,FE,E,ALDRICH DR,,,,40,25,24,,,N,,677
2018131918-50343-AC,MONMOUTH,HOWELL TWP,09/16/2018,SU,1302,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,01,2,LANES MILL RD **,E,,,13191078__,.02,07,,01,04,02,01,01,01,05,01,100,FE,E,KENT RD,,,,35,35,26,,,N,,662
2018131918-50349-AC,MONMOUTH,HOWELL TWP,09/16/2018,SU,1443,01,HOWELL TWP PD,,0,1,0,0,I,B,N,N,11,1,FORD RD **,W,,,13191090__,.96,07,,01,04,02,01,01,01,05,01,1000,FE,E,KENT RD,,,,35,35,,,,N,,662
2018131918-50351-AC,MONMOUTH,HOWELL TWP,09/16/2018,SU,1453,01,HOWELL TWP PD,,0,1,0,0,I,I,Y,N,03,2,BERGERVILLE RD,E,,,,,07,,01,04,02,01,01,01,05,01,,AT,,FORT PLAINS RD,,,,35,45,26,,,N,,624
2018131918-50512-AC,MONMOUTH,HOWELL TWP,09/17/2018,MO,1710,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,02,2,US 9,,9,,00000009__,105.69,02,,01,04,02,01,01,01,05,01,500,FE,S,SALEM HILL RD,,,,50,25,26,,,N,,645
2018131918-50570-AC,MONMOUTH,HOWELL TWP,09/18/2018,TU,0800,01,HOWELL TWP PD,,0,0,0,0,P,I,N,N,01,3,US 9,S,9,,00000009__,104.49,02,,01,05,02,02,01,02,01,01,,AT,,LANES MILL RD,,,,50,40,26,,,N,,184
2018131918-50652-AC,MONMOUTH,HOWELL TWP,09/18/2018,TU,1621,01,HOWELL TWP PD,,0,1,0,0,I,B,N,N,01,2,NJ 33,E,33,,00000033__,34.80,02,,01,04,02,02,01,02,04,01,20,FE,W,TINTON FALLS RD,,,,50,30,26,,,N,,177
2018131918-50673,MONMOUTH,HOWELL TWP,09/18/2018,TU,1847,01,HOWELL TWP PD,,0,2,0,0,I,B,N,N,11,1,STRICKLAND RD,W,,,13161013__,.78,07,,01,06,02,01,01,01,05,01,1320,FE,W,US 9,,,,35,55,52,,,N,UTILITY POLE - JCP&L - PREVENTORIUM RD HOWELL NJ 07731,
2018131918-50674-AC,MONMOUTH,HOWELL TWP,09/18/2018,TU,1853,01,HOWELL TWP PD,,0,0,0,0,P,I,N,N,01,2,US 9,,9,,00000009__,110.37,02,,01,04,02,02,01,01,01,01,,AT,,STRICKLAND RD,,,,55,35,26,,,N,,615
2018131918-50679-AC,MONMOUTH,HOWELL TWP,09/18/2018,TU,2004,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,08,2,BURTON DR **,W,,,13191117__,.02,07,,01,04,02,02,06,01,05,01,100,FE,N,ALAN TER,,,,25,25,28,,,N,,680
2018131918-50698-AC,MONMOUTH,HOWELL TWP,09/19/2018,WE,0213,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,12,1,ROUTE 524,E,524,,00000524__,27.93,05,,01,04,02,01,06,01,05,01,500,FE,E,FAIRFIELD RD,,,,45,45,24,,,N,,623
2018131918-50704-AC,MONMOUTH,HOWELL TWP,09/19/2018,WE,0341,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,12,1,LANES MILL RD **,,,,13191078__,.64,07,,01,04,02,01,05,01,05,01,150,FE,E,CASTLE CT,,,,40,25,24,,,N,,621
2018131918-50858-AC,MONMOUTH,HOWELL TWP,09/19/2018,WE,1914,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,12,1,ROUTE 524,E,524,,00000524__,29.27,05,,01,04,02,01,04,01,05,01,75,FE,W,BURKE DR,,,,40,25,24,,,N,,189
2018131918-51015-AC,MONMOUTH,HOWELL TWP,09/20/2018,TH,1602,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,08,2,US 9,,9,,00000009__,109.86,02,,01,04,02,01,01,01,01,02,500,FE,S,BERGERVILLE RD / CASINO DR,,,,55,40,26,,,N,,676
2018131918-51103-AC,MONMOUTH,HOWELL TWP,09/21/2018,FR,0551,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,01,2,ROUTE 547,,547,,00000547__,14.69,05,,01,04,02,01,02,01,05,01,100,FE,N,CR 21/ROUTE 549/HERBERTSVILLE RD/OL,,,,50,40,26,,,N,,179
2018131918-51158-AC,MONMOUTH,HOWELL TWP,09/21/2018,FR,1131,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,02,2,US 9,S,9,,00000009__,108.66,02,,01,04,02,01,01,01,01,01,50,FE,S,WEST FARM RD,,,,55,40,26,,,N,,676
2018131918-51159-AC,MONMOUTH,HOWELL TWP,09/21/2018,FR,1136,01,HOWELL TWP PD,,0,1,0,0,I,I,N,N,03,2,LANES MILL RD **,E,,,13191078__,.96,07,,01,04,02,01,01,01,05,,,AT,,MAXIM SOUTHARD RD,,,,40,40,26,,,N,,616
2018131918-51269-AC,MONMOUTH,HOWELL TWP,09/22/2018,SA,0038,01,HOWELL TWP PD,,0,0,0,0,P,B,Y,N,11,1,ROUTE 524,W,524,,00000524__,26.85,05,,01,04,02,01,06,01,05,01,100,FE,E,HAVEN BRIDGE RD,,,,45,35,61,,,N,MAILBOX -DOUGLAS DESANDOLO - 715 RT 524 FREEHOLD NJ 07728,673
2018131918-51273-AC,MONMOUTH,HOWELL TWP,09/22/2018,SA,0214,01,HOWELL TWP PD,,0,0,0,0,P,I,Y,N,01,2,NJ 33,,33,,00000033__,32.13,02,,01,04,02,01,05,01,05,01,,AT,,YELLOW BROOK RD,,,,50,40,26,,,N,,672
2018131918-51307-AC,MONMOUTH,HOWELL TWP,09/22/2018,SA,1045,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,01,2,US 9,,9,,00000009__,108.58,02,,01,04,02,01,01,01,01,01,500,FE,S,WEST FARM RD,,,,50,40,26,,,N,,677
2018131918-51333-AC,MONMOUTH,HOWELL TWP,09/22/2018,SA,1505,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,12,1,CASINO RD,E,,,13191012__,.42,07,,01,04,02,01,01,01,05,01,1000,FE,W,WEST FARMS RD,,,,40,40,24,,,N,,
2018131918-51337-AC,MONMOUTH,HOWELL TWP,09/22/2018,SA,1533,01,HOWELL TWP PD,,0,1,0,0,I,I,Y,N,01,4,US 9,,9,,00000009__,105.23,02,,01,04,02,01,01,01,01,01,,AT,S,NEW FRIENDSHIP RD,,,,55,40,26,,,N,,671
2018131918-5136-AC,MONMOUTH,HOWELL TWP,01/26/2018,FR,1743,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,02,2,US 9,N,9,,00000009__,107.39,02,,01,04,02,01,06,01,01,01,75,FE,S,E 5TH ST / W 5TH ST,,,,50,25,26,,,N,,655
2018131918-51398-AC,MONMOUTH,HOWELL TWP,09/23/2018,SU,0806,01,HOWELL TWP PD,,0,0,0,0,P,I,N,N,05,2,US 9,,9,,00000009__,103.48,02,,01,04,02,02,01,02,01,01,,AT,,ALEXANDER AVE,,,,50,25,26,,,N,,677
2018131918-51482-AC,MONMOUTH,HOWELL TWP,09/24/2018,MO,0608,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,12,1,NJ 33,,33,,00000033__,30.13,02,,01,04,02,02,06,02,,01,500,FE,E,HOWELL RD,,,,50,50,24,,,N,,670
2018131918-51563-AC,MONMOUTH,HOWELL TWP,09/24/2018,MO,1309,01,HOWELL TWP PD,,0,1,0,0,I,B,N,N,01,2,US 9,S,9,,00000009__,105.09,02,,01,05,02,01,01,01,01,01,75,FE,S,FRIENDSHIP RD,,,,50,35,26,,,Y,,189
2018131918-51656-AC,MONMOUTH,HOWELL TWP,09/25/2018,TU,0723,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,01,2,FAIRFIELD RD **,S,,,13191040__,.51,07,,01,04,02,02,01,02,05,01,300,FE,N,MERRICK RD,,,,40,40,26,,,N,,184
2018131918-51750-AC,MONMOUTH,HOWELL TWP,09/25/2018,TU,1607,01,HOWELL TWP PD,,0,1,0,0,I,I,N,N,07,2,ROUTE 524 ALTERNATE,,524,A,00000524A_,1.63,05,,01,04,02,02,01,02,05,01,,AT,,CR 21 / SOUTHARD AVE,,,,30,40,26,,,N,,615
2018131918-51760-AC,MONMOUTH,HOWELL TWP,09/25/2018,TU,1729,01,HOWELL TWP PD,,0,0,0,0,P,I,N,N,02,2,NJ 33,E,33,,00000033__,34.80,02,,01,04,02,02,01,02,02,01,,AT,,TINTON FALLS RD,,,,50,25,26,,,N,,643
2018131918-51926-AC,MONMOUTH,HOWELL TWP,09/26/2018,WE,1648,01,HOWELL TWP PD,,0,0,0,0,P,I,N,N,03,2,FORT PLAINS RD,N,,,13191057__,1.02,07,,01,04,02,01,01,01,05,01,,AT,,SUNNYSIDE RD,,,,45,25,26,,,N,,643
2018131918-52017-AC,MONMOUTH,HOWELL TWP,09/27/2018,TH,0717,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,10,1,FORT PLAINS RD,N,,,13191057__,2.39,07,,03,04,02,02,05,02,05,01,150,FE,S,PITCH PINE LN,,,,45,25,,,,N,,177
2018131918-52025-AC,MONMOUTH,HOWELL TWP,09/27/2018,TH,0808,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,11,1,ROUTE 547,E,547,,00000547__,18.13,05,,01,04,02,02,01,05,05,01,500,FE,W,JOHNNY DR,,,,45,25,45,,,N,,195
2018131918-52101-AC,MONMOUTH,HOWELL TWP,09/27/2018,TH,1417,01,HOWELL TWP PD,,0,1,0,0,I,B,N,N,01,2,US 9,N,9,,00000009__,108.92,02,,01,05,02,01,01,01,01,02,1320,FE,N,WEST FARM RD,,,,55,40,26,,,N,,177
2018131918-52257-AC,MONMOUTH,HOWELL TWP,09/28/2018,FR,1155,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,12,1,NJ 33,W,33,,00000033__,33.29,02,,01,04,02,02,01,05,05,01,100,FE,E,EAST HASTINGS LN,,,,50,25,25,,,N,,665
2018131918-52376-AC,MONMOUTH,HOWELL TWP,09/29/2018,SA,0838,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,11,1,HOWELL LN **,,,,13191203__,,07,,01,04,02,01,01,01,05,01,500,FE,N,BENNETT RD,,,,45,40,52,,,N,DAMAGE TO LAWN  TREE AND DRIVEWAY - JOSETTE MCCLAREN - 106 HOWELL RD FREEHOLD N?,197
2018131918-52409-AC,MONMOUTH,HOWELL TWP,09/29/2018,SA,1218,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,01,2,US 9,,9,,00000009__,107.05,02,,03,04,02,01,01,01,01,01,,,,,F,I 195,EB,55,,26,,,N,,671
2018131918-52455-AC,MONMOUTH,HOWELL TWP,10/11/2018,TH,0826,01,HOWELL TWP PD,,0,0,0,0,P,I,N,N,07,2,CITATION ST,S,,,,,07,,01,04,02,01,01,01,05,01,,AT,,WEST FARMS RD,,,,25,40,26,,,N,,184
2018131918-52678-AC,MONMOUTH,HOWELL TWP,10/01/2018,MO,1004,01,HOWELL TWP PD,,0,2,0,0,I,I,N,N,03,2,FORT PLAINS RD,E,,,13191057__,.28,07,,01,04,02,01,01,01,,01,,AT,,HULSES CORNER RD,,,,45,45,26,,,N,,606
2018131918-5269-AC,MONMOUTH,HOWELL TWP,01/27/2018,SA,1100,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,03,2,KENT RD,,,,,,07,,01,04,02,01,01,01,05,01,100,FE,E,LANES MILL RD,,,,40,40,26,,,N,,671
2018131918-52732-AC,MONMOUTH,HOWELL TWP,10/01/2018,MO,1621,01,HOWELL TWP PD,,0,1,0,0,I,B,N,N,14,1,ROUTE 547,N,547,,00000547__,11.39,05,,01,04,02,01,01,01,05,01,100,FE,S,MILLER RD,,,,50,35,26,,,N,,662
2018131918-52739-AC,MONMOUTH,HOWELL TWP,10/01/2018,MO,1710,01,HOWELL TWP PD,,0,0,0,0,P,I,N,N,03,2,LAKEWOOD-ALLENWOOD RD,N,,,13191100__,2.38,07,,01,04,02,01,01,01,05,01,,AT,,NEWTONS CORNER RD,,,,35,50,26,,,N,,662
2018131918-5303-AC,MONMOUTH,HOWELL TWP,01/27/2018,SA,1408,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,01,2,FORT PLAINS RD,N,,,13191057__,2.18,07,,01,04,02,01,01,01,05,01,5,FE,E,WEST FARMS RD,,,,40,40,26,,,N,,669
2018131918-53134-AC,MONMOUTH,HOWELL TWP,10/03/2018,WE,1924,01,HOWELL TWP PD,,0,1,0,0,I,B,N,N,01,2,US 9,S,9,,00000009__,107.93,02,,01,04,02,01,06,01,02,01,100,FE,N,SUNNYSIDE RD / VERDANA WAY,,,,50,25,26,,,N,,674
2018131918-53140-AC,MONMOUTH,HOWELL TWP,10/03/2018,WE,2051,01,HOWELL TWP PD,,0,1,0,0,I,B,N,N,01,3,US 9,N,9,,00000009__,103.42,02,,01,04,02,01,06,01,,,300,FE,S,ALEXANDER AVE,,,,40,25,26,,,N,,674
2018131918-53141-AC,MONMOUTH,HOWELL TWP,10/03/2018,WE,2106,01,HOWELL TWP PD,,0,0,0,0,P,I,N,N,02,2,NJ 33,E,33,,00000033__,34.77,02,,01,04,02,01,07,02,05,01,,AT,,NJ 34,,,,50,50,26,,,N,,614
2018131918-532-AC,MONMOUTH,HOWELL TWP,01/03/2018,WE,1444,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 33,,33,,00000033__,34.04,02,,01,04,02,01,01,01,05,01,500,FE,E,6TH AVE,,,,50,25,26,,,N,,653
2018131918-53333-AC,MONMOUTH,HOWELL TWP,10/04/2018,TH,2011,01,HOWELL TWP PD,,0,0,0,0,P,B,N,N,12,1,MONMOUTH COUNTY 18 I,W,18,1,130000181_,,05,,01,04,02,01,05,01,05,01,1320,FE,W,BIRDSALL RD,,,,50,40,24,,,N,,177
2018131918-53596-AC,MONMOUTH,HOWELL TWP,10/06/2018,SA,1516,01,HOWELL TWP PD,,0,2,0,0,I,I,N,N,03,2,HICKORY AVE,S,,,,,07,,01,04,02,01,01,01,,,,AT,,HOLLYWOOD AVE,,,,25,25,26,,,N,,674
